Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,missing_company,invalid_company,missing_product,invalid_product,missing_price,missing_date,missing_qty,missing_total_cost
,28,18,6.0,,126095.54777833456,940800.0,False,True,False,False,False,True,False,False
7,,,14.0,2023-11-01,133548.74970964075,1960000.0,True,True,True,True,False,False,False,False
11,6,16,6.0,,98263.85040103912,532000.0,False,True,False,True,False,True,False,False
12,,1,17.0,,135382.94960890236,2520000.0,True,True,False,False,False,True,False,False
13,,12,15.0,,82352.48264946515,1260000.0,True,True,False,False,False,True,False,False
14,36,1,4.0,,141186.03640865185,560000.0,False,True,False,False,False,True,False,False
20,52,20,,,222889.9229549203,3808000.0,False,True,False,False,False,True,True,False
27,,14,18.0,2023-03-01,124948.88111462102,2447200.0,True,True,False,False,False,False,False,False
31,16,16,20.0,,109347.01750389877,2021600.0,False,False,False,True,False,True,False,False
33,8,20,10.0,,241093.1443694232,2016000.0,False,True,False,False,False,True,False,False
34,92,8,11.0,2024-02-27,141578.710505847,1814400.0,False,False,False,True,False,False,False,False
37,,8,17.0,,139881.2172767075,,True,True,False,True,False,True,False,True
42,,,18.0,2021-07-01,94403.78325325028,1808800.0,True,True,True,True,False,False,False,False
45,36,9,10.0,2024-08-26,116233.10484205802,1008000.0,False,True,False,False,False,False,False,False
50,59,,3.0,,86830.79064979366,380800.0,False,False,True,True,False,True,False,False
53,40,,17.0,,,1915200.0,False,True,True,True,True,True,False,False
,,11,16.0,,169357.60831678435,2665600.0,True,True,False,False,False,True,False,False
58,28,2,16.0,2024-09-09,184595.10426175897,2688000.0,False,True,False,False,False,False,False,False
64,,19,18.0,,91513.48888197503,,True,True,False,False,False,True,False,True
66,,17,16.0,,156716.9333086586,2856000.0,True,True,False,False,False,True,False,False
70,71,16,18.0,,105544.33952615608,2021600.0,False,False,False,True,False,True,False,False
84,65,,18.0,,152629.4133036539,2856000.0,False,False,True,True,False,True,False,False
85,21,,15.0,,98811.6421733158,1512000.0,False,False,True,True,False,True,False,False
86,,19,21.0,,101949.50568622556,1904000.0,True,True,False,False,False,True,False,False
90,14,12,5.0,,83863.736756466,504000.0,False,True,False,False,False,True,False,False
91,,17,19.0,,181394.9377374061,3024000.0,True,True,False,False,False,True,False,False
92,,11,11.0,,169923.539774001,1724800.0,True,True,False,False,False,True,False,False
93,41,16,4.0,,108901.64286708212,319200.0,False,False,False,True,False,True,False,False
95,74,14,7.0,,128187.7318904306,901600.0,False,True,False,False,False,True,False,False
96,20,,4.0,,,492800.0,False,False,True,True,True,True,False,False
98,89,8,18.0,,163528.32074206884,2570400.0,False,False,False,True,False,True,False,False
100,,17,12.0,,,1848000.0,True,True,False,False,True,True,False,False
101,,18,7.0,,123606.07537351343,940800.0,True,True,False,False,False,True,False,False
103,,13,1.0,,214225.96996744935,196000.0,True,True,False,False,False,True,False,False
108,77,8,3.0,2022-11-06,137641.7614919734,604800.0,False,False,False,True,False,False,False,False
111,66,8,10.0,,151641.79332884483,1512000.0,False,False,False,True,False,True,False,False
119,36,20,18.0,,,3808000.0,False,True,False,False,True,True,False,False
121,70,16,16.0,,108641.61702588436,1808800.0,False,False,False,True,False,True,False,False
126,29,,,,,1433600.0,False,False,True,True,True,True,True,False
